127.0.0.1 - - [13/Apr/2022:05:02:44 -0600] "GET / HTTP/1.1" 404 751
127.0.0.1 - - [13/Apr/2022:05:05:04 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:04 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:04 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:04 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:06 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:06 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:06 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:06 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:06 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:06 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:06 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:06 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:06 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:06 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:08 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:08 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:08 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:08 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:08 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:08 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:08 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:08 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:08 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:08 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:10 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:10 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:10 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:10 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:10 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:10 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:10 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:10 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:10 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:10 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:12 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:12 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:12 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:12 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:12 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:12 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:12 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:12 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:12 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
127.0.0.1 - - [13/Apr/2022:05:05:12 -0600] "POST /ChatService/services/ChatServerImplPort?wsdl HTTP/1.1" 200 228
